source,target,relationship_type,source_type,target_type,method,confidence,evidence
63/2025/TT-NHNN,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
63/2025/TT-NHNN,Ngân hàng hợp tác xã,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
63/2025/TT-NHNN,Quỹ tín dụng nhân dân,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"Thủ trưởng các đơn vị thuộc Ngân hàng Nhà nước Việt Nam, ngân hàng hợp tác xã, quỹ tín dụng nhân dân có trách nhiệm tổ chức thực hiện Thông tư này."
63/2025/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.96,"Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân"
63/2025/TT-NHNN,Tín dụng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Sửa đổi, bổ sung một số điều của một số Thông tư về quỹ tín dụng nhân dân"
41/2016/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
41/2016/TT-NHNN,Nguyễn Đồng Tiến,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Đồng Tiến', chuc_danh='Phó Thống đốc'"
41/2016/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,"Trích từ metadata.csv: linh_vuc='Thanh tra, giám sát ngân hàng'"
41/2016/TT-NHNN,Ngân hàng thương mại nhà nước,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
41/2016/TT-NHNN,Ngân hàng thương mại cổ phần,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
41/2016/TT-NHNN,Ngân hàng liên doanh,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
41/2016/TT-NHNN,Ngân hàng 100% vốn nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ phần, ngân hàng liên doanh, ngân hàng 100% vốn nước ngoài;"
41/2016/TT-NHNN,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,b) Chi nhánh ngân hàng nước ngoài.
41/2016/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài"
17/2023/QH15,Quốc hội,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
17/2023/QH15,Vương Đình Huệ,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Vương Đình Huệ', chuc_danh='Chủ tịch Quốc hội'"
17/2023/QH15,"Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
17/2023/QH15,"Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,"2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
17/2023/QH15,"Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã."
17/2023/QH15,Hợp tác xã,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Luật này quy định về thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạt động có liên quan của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã"
01/2025/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
01/2025/TT-NHNN,Đoàn Thái Sơn,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đoàn Thái Sơn', chuc_danh='Phó Thống đốc'"
01/2025/TT-NHNN,"Thanh tra, giám sát ngân hàng",THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Cục An toàn hệ thống các tổ chức tín dụng'
01/2025/TT-NHNN,Quỹ tín dụng nhân dân,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,1. Quỹ tín dụng nhân dân.
01/2025/TT-NHNN,"Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
01/2025/TT-NHNN,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Thống đốc Ngân hàng Nhà nước Việt Nam ban hành Thông tư quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân."
01/2025/TT-NHNN,Tín dụng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.92,"Quy định về cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân"
01/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Ngân hàng Nhà nước Việt Nam'
01/2014/TT-NHNN,Đào Minh Tú,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Đào Minh Tú', chuc_danh='Phó Thống đốc'"
01/2014/TT-NHNN,Phát hành và kho quỹ,THUOC_LINH_VUC,Document,LinhVuc,metadata,1.0,Trích từ metadata.csv: linh_vuc='Phát hành và kho quỹ'
01/2014/TT-NHNN,Ngân hàng Nhà nước Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước).
01/2014/TT-NHNN,Tổ chức tín dụng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
01/2014/TT-NHNN,Chi nhánh ngân hàng nước ngoài,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,"2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
01/2014/TT-NHNN,"Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài",AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.92,"3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước, tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
46/2010/QH12,Quốc hội,BAN_HANH_BOI,Document,CoQuan,metadata,1.0,Trích từ metadata.csv: co_quan_ban_hanh='Quốc hội'
46/2010/QH12,Nguyễn Phú Trọng,KY_BOI,Document,NguoiKy,metadata,1.0,"Trích từ metadata.csv: nguoi_ky='Nguyễn Phú Trọng', chuc_danh='Chủ tịch Quốc hội'"
46/2010/QH12,Ngân hàng Nhà nước Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.98,Luật này quy định về tổ chức và hoạt động của Ngân hàng Nhà nước Việt Nam.
46/2010/QH12,Tổ chức tín dụng,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.95,bảo đảm an toàn hoạt động ngân hàng và hệ thống các tổ chức tín dụng
46/2010/QH12,Chính phủ,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.92,cung ứng dịch vụ tiền tệ cho Chính phủ.
46/2010/QH12,Các đơn vị thuộc Ngân hàng Nhà nước Việt Nam,AP_DUNG_CHO,Document,DoiTuongApDung,gemini,0.9,Thực hiện kiểm toán tất cả các đơn vị thuộc hệ thống Ngân hàng Nhà nước
46/2010/QH12,Ngân hàng,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.98,"thực hiện chức năng quản lý nhà nước về tiền tệ, hoạt động ngân hàng và ngoại hối"
46/2010/QH12,Quản lý ngoại hối,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"thực hiện chức năng quản lý nhà nước về tiền tệ, hoạt động ngân hàng và ngoại hối"
46/2010/QH12,Tiền tệ,THUOC_LINH_VUC,Document,LinhVuc,gemini,0.95,"Thủ tướng Chính phủ, Thống đốc Ngân hàng Nhà nước quyết định việc sử dụng các công cụ và biện pháp điều hành để thực hiện mục tiêu chính sách tiền tệ quốc gia"
